Gene	M_19W_embryo1_26_sc1	M_19W_embryo1_26_sc2	M_19W_embryo1_26_sc3	M_19W_embryo1_26_sc4	M_19W_embryo1_26_sc5	M_19W_embryo1_26_sc6	M_19W_embryo1_26_sc7	M_19W_embryo1_26_sc8	M_19W_embryo1_26_sc9	M_19W_embryo1_26_sc10	M_19W_embryo1_26_sc11	M_19W_embryo1_26_sc12	M_19W_embryo1_26_sc13	M_19W_embryo1_26_sc14	M_19W_embryo1_26_sc15	M_19W_embryo1_26_sc16	M_19W_embryo1_26_sc17	M_19W_embryo1_26_sc18	M_19W_embryo1_26_sc19	M_19W_embryo1_26_sc20	M_19W_embryo1_26_sc21	M_19W_embryo1_26_sc22	M_19W_embryo1_26_sc24	M_19W_embryo1_26_sc25	M_19W_embryo1_26_sc26	M_19W_embryo1_26_sc27	M_19W_embryo1_26_sc28	M_19W_embryo1_26_sc29	M_19W_embryo1_26_sc30	M_19W_embryo1_26_sc31	M_19W_embryo1_26_sc32	M_19W_embryo1_26_sc33	M_19W_embryo1_26_sc35	M_19W_embryo1_26_sc36	M_19W_embryo1_26_sc37	M_19W_embryo1_26_sc38	M_19W_embryo1_26_sc39	M_19W_embryo1_26_sc40	M_19W_embryo1_26_sc41	M_19W_embryo1_26_sc42	M_19W_embryo1_26_sc43	M_19W_embryo1_26_sc44	M_19W_embryo1_26_sc45	M_19W_embryo1_26_sc46	M_19W_embryo1_26_sc47	M_19W_embryo1_26_sc48	M_19W_embryo1_26_sc49	M_19W_embryo1_26_sc50
KIF26B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.71	0	0	0	0
KIF27	68.17	0	72.87	188.63	60.28	32.24	105.4	71.33	89.35	72.71	44.49	163.37	72.19	100.38	89.39	12.55	0	72.34	137.09	8.46	213.41	98.17	152.56	42.43	107.5	83.14	0	0	0	0	34.67	90.12	103.49	100.9	5.2	1.62	131.93	41.74	95.21	1.56	2.24	0	26.04	91.46	5.15	34.85	29.96	34.64
KIF2A	38.96	22.77	136.03	3.04	16.74	21.5	64.27	87.67	85.03	38.99	16.48	62.83	62.05	69.6	84.8	43.04	132.91	183.44	2.28	200.9	40.44	27.13	26.37	0	53.75	118.24	9	2.91	190.73	85.74	0	8.3	25.87	0	9.1	105.3	91.1	40.13	34.62	46.74	0	143.44	2.48	62.36	20.61	62.74	3.33	13.47
KIF2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF2C	38.96	202.65	17.81	22.82	0	166.6	104.12	69.84	37.47	1.05	14.83	48.47	49.39	73.62	13.75	66.35	129.82	59.42	86.82	0	119.06	40.04	35.78	370.57	25.08	1.85	0	40.8	104.14	31.75	115.56	3.56	3.23	49.08	150.81	102.06	75.39	128.43	36.35	56.09	2.24	0	0	51.97	176.88	53.44	33.29	44.27
KIF3A	280	373.41	461.53	489.84	385.12	231.09	632.43	496.33	478.45	251.86	268.6	633.72	539.49	550.11	295.66	618.67	1270.4	343.62	472.94	695.76	568.35	542.52	418.12	381.88	738.18	594.88	722.15	524.6	228.18	549.35	454.55	246.65	352.52	801.71	529.14	492.47	804.16	502.47	1055.96	668.39	1167.29	414.38	375.79	698.44	1049.27	664.54	529.24	1048.92
KIF3B	0	0	3.24	31.95	26.79	134.35	0	1.49	0	57.96	9.89	280.06	19	53.54	2.29	3.59	0	5.17	0	2.11	0	0	1.88	0	10.75	0	0	37.89	0	31.75	109.78	138.74	0	84.53	2.6	0	75.39	0	0	0	56.12	0	22.32	0	42.93	0	58.25	57.74
KIF3C	2.43	0	68.01	0	0	0	21.85	0	0	3.16	13.18	61.04	8.86	10.71	0	0	77.27	12.92	0	16.92	0	0	22.6	0	0	46.19	27.01	23.32	87.76	0	63.56	45.06	8.09	0	13	6.48	0	33.71	0	4.67	15.71	0	26.04	0	1.72	20.91	23.3	0
KIF4A	0	0	74.49	0	0	0	0	0	0	0	0	0	53.19	58.89	18.34	57.38	0	0	0	0	0	65.88	3.77	14.14	0	0	0	0	0	0	0	43.88	0	179.98	0	0	56.54	0	57.13	0	0	0	0	0	0	0	0	0
KIF4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF5A	0	0	30.77	25.86	0	0	0	0	0	11.59	0	8.98	27.86	0	0	0	21.64	0	0	4.23	0	0	0	28.29	0	0	37.82	0	0	0	0	14.23	0	79.08	0	1.62	0	0	24.24	0	0	0	0	0	18.89	0	0	0
KIF5B	421.21	437.17	438.86	285.99	582.7	494.42	228.8	283.83	412.16	283.47	252.12	439.84	140.57	362.72	662.38	340.72	333.83	545.15	495.79	653.46	233.63	366.85	305.11	19.8	290.26	266.03	372.78	271.04	272.64	673.19	244.61	399.63	447.93	460.85	110.51	388.79	471.19	207.09	522.79	384.83	318.76	232.69	218.28	390.79	140.82	500.73	199.71	257.9
KIF5C	241.04	0	103.64	22.82	0	5.37	88.69	50.52	34.59	9.48	125.24	30.52	87.38	0	27.5	53.8	46.36	67.17	4.57	0	301.02	5.17	43.32	0	3.58	18.47	54.03	58.29	42.13	0	109.78	0	1.62	2.73	101.41	6.48	50.26	56.19	0	0	260.39	0	14.88	0	97.89	1.16	0	130.87
KIF6	0	0	56.68	0	0	0	38.56	0	0	0	0	0	0	0	0	0	0	0	0	0	44.93	0	0	0	136.17	0	0	0	0	0	0	0	46.9	59.99	0	0	0	0	46.74	1.56	0	0	0	41.57	0	29.04	0	0
KIF7	0	0	0	12.17	0	59.11	0	22.29	0	0	0	0	0	33.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18	28.89	0	0	30	0	0	0	3.21	0	0	0	0	0	0	0	0	0	0
KIF9	0	109.29	114.98	34.99	204.28	0	75.84	49.04	50.44	141.21	1.65	75.4	13.93	105.74	84.8	80.7	0	31	226.19	69.79	0	94.3	137.49	0	62.71	5.54	84.64	23.32	2.34	66.68	26.96	53.36	0	59.99	0	16.2	163.35	83.48	0	0	114.48	3.19	76.89	18.71	12.02	32.53	0	0
KIF9-AS1	0	0	40.48	0	0	0	0	0	0	0	0	0	0	1.34	0	0	0	5.17	2.28	0	0	0	0	0	0	0	0	0	0	0	0	0	22.64	10.91	0	0	0	20.87	0	0	0	0	0	0	48.08	0	0	0
KIFAP3	360.35	391.63	281.77	103.44	97.12	381.56	365.06	106.99	338.66	81.14	72.51	310.58	87.38	246.28	123.77	159.6	272.01	209.27	127.95	116.31	114.57	281.6	177.04	560.09	223.96	212.46	207.1	396.37	2.34	190.53	275.42	212.26	381.63	81.81	301.62	432.53	25.13	279.33	214.65	356.79	188.56	79.69	178.59	261.91	139.1	300.9	282.93	313.71
KIFC1	0	22.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58	0	0	74.13	0	0	0	0	0	0	0	14.04	22.23	0	0	0	0	0	3.24	0	20.87	0	0	0	0	0	0	0	23.24	0	0
KIFC2	0	0	0	0	0	0	0	0	0	0	0	12.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIFC3	0	36.43	1.62	0	3.35	0	29.56	0	74.94	0	0	3.59	0	62.91	0	107.6	0	2.58	0	31.72	38.19	3.88	3.77	0	1.79	0	0	0	1.17	0	52	0	0	0	1.3	4.86	0	41.74	0	0	150.4	0	0	0	63.54	0	0	15.4
KIN	9.74	0	194.33	27.38	0	166.6	32.14	93.62	72.06	116.97	0	0	53.19	164.63	291.08	0	27.82	111.1	0	88.82	0	11.63	99.82	76.38	0	0	3.6	0	0	47.63	146.38	0	0	269.96	184.61	22.68	0	0	12.12	71.67	0	3.19	94.26	0	58.39	44.15	0	32.72
KIR2DL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24	0	0	0	1.56	0	0	0	0	0	0	0	0
KIRREL	0	0	0	0	0	0	2.57	56.47	4.32	0	0	0	0	1.34	0	50.21	0	0	0	71.9	0	0	0	0	1.79	0	27.01	0	22.23	0	0	0	105.11	0	0	0	34.55	0	0	1.56	0	0	0	0	0	0	0	0
KIRREL2	0	0	0	0	0	0	0	1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0
KIRREL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.67	0	0	0	0	0	0	0	0	0	0	0
KIRREL3-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2	0	0	0	0	0
KIRREL3-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KISS1	0	0	0	3.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KISS1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT	14.61	15.94	21.05	0	53.58	0	38.56	7.43	77.82	61.12	23.07	0	24.06	1.34	48.13	43.04	15.45	103.35	84.54	95.16	42.68	3.88	50.85	0	0	7.39	57.63	0	293.71	0	0	1.19	19.41	10.91	1.3	8.1	59.68	30.5	0	17.14	6.73	3.19	0	12.47	0	31.37	0	69.29
KITLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0
KIZ	146.09	97.91	165.18	193.2	311.45	284.83	46.28	239.25	171.49	146.48	115.35	403.93	81.05	125.81	41.26	172.15	272.01	113.68	239.9	129	141.53	160.17	216.59	73.55	130.79	107.15	57.63	174.87	1.17	327.07	240.76	206.34	61.45	84.53	211.92	98.82	128.79	112.37	408.53	282	242.44	38.25	150.07	207.87	111.62	270.69	161.44	132.8
KIZ-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KL	0	0	0	0	0	0	0	0	57.64	0	0	25.13	0	17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLC1	396.87	63.75	139.27	103.44	107.16	42.99	56.56	87.67	86.47	92.73	126.88	14.36	122.84	61.57	36.67	46.62	46.36	180.85	105.1	103.62	190.95	15.5	178.92	50.92	102.13	212.46	250.32	49.55	101.8	146.07	132.9	77.08	182.73	57.26	46.8	123.12	235.59	83.48	64.05	148.01	85.3	111.56	115.34	135.11	82.43	132.44	213.03	171.29
KLC2	26.78	18.22	1.62	13.69	36.84	0	25.71	17.83	15.85	49.53	4.94	0	6.33	60.23	36.67	39.45	0	0	0	0	0	0	11.3	0	0	18.47	41.42	113.66	0	9.53	1.93	4.74	9.7	0	52	0	6.28	9.63	0	24.93	26.94	3.19	0	35.34	54.95	16.26	48.26	23.1
KLC3	0	0	29.15	85.19	0	0	0	0	38.91	1.05	0	0	0	0	0	1.79	0	0	0	0	0	0	16.95	0	0	0	21.61	0	0	0	0	11.86	0	0	0	0	0	0	0	46.74	0	0	0	0	0	0	0	46.19
KLC4	7.3	11.38	63.16	0	87.07	155.85	9	141.17	33.15	67.44	37.9	32.31	12.66	133.85	121.47	59.18	105.09	51.67	43.41	2.11	107.83	130.46	1.88	93.35	136.17	68.36	28.81	8.74	1.17	50.81	90.52	45.06	50.13	57.26	85.81	121.5	0	36.92	88.28	87.25	33.67	79.69	24.8	116.41	0	63.9	9.99	40.42
KLF1	0	0	0	0	0	0	0	0	0	0	0	0	0	21.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.55	0	0	0	0
KLF10	80.35	68.31	77.73	97.36	160.75	193.47	118.26	11.89	217.61	20.02	95.58	59.24	107.64	88.34	208.57	208.02	111.28	93.01	102.81	217.82	112.32	277.72	224.13	113.15	186.34	68.36	205.3	198.18	18.72	127.02	123.27	71.15	85.71	106.35	61.1	244.61	163.35	104.35	58.86	258.63	159.38	197.63	140.14	172.53	185.47	39.5	113.17	48.12
KLF11	255.65	70.58	215.38	136.91	30.14	64.49	185.1	32.69	360.28	114.86	136.77	123.87	126.64	56.22	34.38	157.81	166.91	77.51	2.28	183.98	60.65	143.38	45.2	155.58	53.75	195.83	192.69	192.35	19.89	15.88	69.34	117.4	122.9	537.2	159.91	176.58	40.84	16.05	230.23	146.45	92.04	15.94	13.64	103.93	80.71	89.46	166.43	84.68
KLF12	4.87	2.28	1.62	44.12	6.7	85.99	39.85	0	1.44	1.05	0	77.2	0	58.89	169.6	89.66	265.83	0	91.39	105.74	0	25.83	0	39.6	0	27.71	0	2.91	23.4	9.53	0	37.95	85.71	0	18.2	0	0	11.24	8.66	21.81	0	3.19	23.56	0	0	40.66	49.93	21.17
KLF13	119.3	0	27.53	0	3.35	214.96	32.14	0	1.44	3.16	0	118.49	0	0	0	0	0	7.75	0	54.98	0	1.29	39.55	2.83	0	0	61.23	2.91	30.42	3.18	44.3	11.86	0	0	0	0	0	20.87	0	66.99	0	0	0	2.08	0	1.16	0	0
KLF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.8	7.8	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF16	60.87	0	0	0	0	10.75	35.99	20.8	123.94	0	0	8.98	0	0	0	0	0	62.01	134.8	99.39	0	1.29	1.88	2.83	23.29	24.02	1.8	0	65.53	0	0	0	84.09	0	0	45.36	0	0	1.73	0	33.67	0	29.77	8.31	1.72	0	0	11.55
KLF17	0	0	0	0	0	0	0	0	0	0	0	30.52	0	0	0	0	0	0	31.99	0	0	0	0	0	0	0	23.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF2	0	0	0	0	0	0	0	0	36.03	0	0	0	0	30.78	0	0	0	0	0	2.11	0	1.29	0	0	0	0	9	0	26.91	0	23.11	1.19	0	141.8	0	0	0	0	29.43	1.56	0	57.38	1.24	2.08	0	0	0	0
KLF3	63.3	47.82	0	89.75	147.35	0	19.28	0	90.79	0	0	0	5.07	0	0	0	0	0	0	0	0	0	54.62	31.12	127.21	0	0	0	0	0	1.93	0	0	0	35.1	3.24	0	52.98	0	0	0	0	7.44	0	0	20.91	103.19	0
KLF3-AS1	0	0	1.62	0	0	0	0	1.49	0	0	3.3	44.88	0	45.51	2.29	44.83	0	0	4.57	0	4.49	25.83	0	79.21	0	1.85	0	0	0	50.81	1.93	0	0	0	0	4.86	0	0	3.46	0	0	22.31	8.68	0	0	39.5	0	0
KLF4	38.96	0	63.16	0	16.74	0	0	0	7.21	99.06	0	68.22	1.27	1.34	20.63	41.24	68	0	2.28	0	65.15	54.25	0	45.26	14.33	0	64.83	0	0	0	0	23.72	11.32	0	22.1	0	12.57	43.34	88.28	37.39	58.36	0	0	0	1.72	0	3.33	1.92
KLF5	170.43	0	239.67	153.65	46.88	59.11	92.55	151.57	154.2	0	0	0	127.91	34.8	68.76	16.14	98.91	222.19	50.26	80.36	11.23	19.38	0	82.03	202.46	31.41	86.44	134.06	0	0	9.63	58.11	100.26	0	49.4	0	0	109.16	117.71	129.32	139.18	121.13	0	72.75	116.78	74.35	29.96	5.77
KLF6	19.48	43.26	110.12	22.82	10.05	112.86	92.55	72.81	59.09	1.05	0	55.65	0	97.71	176.48	145.25	68	304.87	79.97	129	181.96	218.3	1.88	79.21	46.58	0	257.52	154.47	0	3.18	298.54	120.96	113.2	81.81	369.23	165.24	0	139.67	84.82	43.62	224.48	0	0	37.42	188.9	164.97	89.87	238.65
KLF7	180.17	36.43	38.87	65.41	43.54	118.23	181.24	151.57	151.32	119.08	88.98	1.8	119.04	149.91	50.42	170.36	284.37	51.67	82.25	160.72	87.61	117.55	137.49	135.78	127.21	11.08	142.27	93.26	147.44	60.33	104.01	60.48	192.43	30	265.22	95.58	81.67	67.42	173.11	303.81	60.61	9.56	76.89	47.81	216.38	162.65	236.33	44.27
KLF8	0	0	0	0	0	0	0	0	0	0	18.13	0	0	0	0	0	108.18	0	0	44.41	0	0	1.88	0	0	0	0	2.91	0	31.75	0	13.04	0	0	0	42.12	0	0	0	1.56	0	0	0	0	8.59	0	0	0
KLF9	0	2.28	0	0	0	0	0	0	28.82	0	0	0	0	34.8	4.58	0	0	0	2.28	0	0	0	1.88	0	0	0	0	78.69	0	0	0	36.76	37.19	0	0	0	0	41.74	0	0	2.24	0	0	0	0	0	0	0
KLHDC1	0	54.65	55.06	0	26.79	10.75	50.13	0	33.15	0	39.55	0	17.73	81.65	0	0	3.09	28.42	0	67.67	24.71	1.29	22.6	0	64.5	44.34	0	0	0	19.05	0	45.06	4.85	0	5.2	0	0	0	76.17	56.09	22.45	213.56	0	2.08	63.54	40.66	0	1.92
KLHDC10	0	0	0	0	40.19	0	0	0	4.32	24.24	31.31	0	0	0	0	0	0	0	0	29.61	29.2	37.46	73.45	2.83	0	109	0	93.26	0	15.88	92.45	64.04	0	65.45	9.1	1.62	0	0	0	0	0	0	0	16.63	3.43	106.88	78.22	5.77
KLHDC2	114.43	127.51	119.84	117.14	87.07	26.87	120.83	20.8	237.78	33.72	186.21	170.55	54.46	64.25	55.01	177.53	74.18	100.76	36.56	205.13	83.12	1.29	35.78	178.21	218.59	266.03	14.41	104.92	182.54	9.53	3.85	88.94	192.43	32.72	2.6	277.01	160.2	72.24	91.75	98.16	60.61	86.06	75.65	87.3	12.02	144.06	1.66	38.49
KLHDC3	202.09	159.38	0	132.35	90.42	198.84	100.26	157.52	53.32	86.41	0	48.47	34.19	14.72	68.76	3.59	197.82	134.35	6.85	145.92	226.89	113.67	58.39	48.09	184.55	36.95	91.84	58.29	107.65	41.28	140.6	0	71.15	122.71	72.81	63.18	157.06	41.74	25.97	62.32	74.08	3.19	148.83	68.6	154.56	249.78	131.48	1.92
KLHDC4	0	0	0	0	33.49	0	0	0	0	0	0	59.24	67.12	0	0	3.59	0	0	0	61.33	0	0	0	132.95	0	0	48.62	0	26.91	174.65	0	0	0	0	42.9	0	0	0	0	96.6	112.24	0	0	0	0	0	0	0
KLHDC7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.81	0	0	0	8.31	0	0	0	0
KLHDC8A	0	2.28	0	0	0	10.75	0	0	0	0	0	0	0	4.02	0	0	0	0	0	44.41	0	0	0	0	0	0	25.21	0	0	0	28.89	0	0	27.27	0	0	0	0	0	1.56	0	0	0	33.26	0	1.16	0	0
KLHDC8B	0	66.03	24.29	34.99	0	0	75.84	105.51	44.67	0	82.39	32.31	26.59	36.14	48.13	0	0	0	41.13	0	0	12.92	0	42.43	0	0	0	0	0	9.53	15.41	0	19.41	0	35.1	77.76	37.7	1.61	38.08	0	0	0	22.32	22.87	0	133.6	44.94	28.87
KLHDC9	0	0	0	0	0	0	0	0	0	0	0	0	0	45.51	0	0	0	0	2.28	0	0	0	1.88	183.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.49	49.39	0	0	0	0	0	3.33	0
KLHL1	2.43	0	0	0	0	0	51.42	0	0	0	0	0	45.59	85.66	0	0	0	0	0	0	33.7	0	0	0	0	0	59.43	0	0	0	0	16.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL10	0	0	0	0	0	0	0	0	36.03	0	0	0	0	0	0	0	0	0	0	0	0	0	45.2	0	0	0	0	5.83	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19	0	0	0	1.16	0	0
KLHL11	197.22	202.65	40.48	219.06	13.4	32.24	23.14	56.47	36.03	63.23	0	1.8	62.05	48.18	0	112.98	68	28.42	0	31.72	11.23	49.09	5.65	198.01	41.21	92.37	403.39	40.8	43.3	104.79	3.85	41.5	0	62.72	42.9	0	62.83	118.8	29.43	6.23	38.16	0	59.53	87.3	113.34	31.37	109.84	0
KLHL12	58.43	86.52	234.81	136.91	154.05	198.84	156.82	322.46	211.84	74.82	230.7	233.38	139.3	191.4	18.34	150.63	197.82	54.26	157.65	124.77	130.29	231.22	148.79	246.1	21.5	125.63	181.89	128.24	47.98	174.65	123.27	164.83	189.2	24.54	335.43	81	160.2	133.24	195.61	59.2	109.99	315.57	124.02	218.26	221.53	202.15	88.21	67.36
KLHL13	41.39	225.41	77.73	54.76	46.88	0	0	60.93	1.44	52.69	14.83	3.59	1.27	0	2.29	16.14	166.91	36.17	27.42	33.84	44.93	51.67	47.09	28.29	60.92	1.85	16.21	0	0	0	0	14.23	24.26	0	32.5	127.98	56.54	0	69.24	65.44	0	0	0	54.05	54.95	38.34	1.66	84.68
KLHL14	0	0	0	0	0	0	12.85	1.49	0	0	0	0	0	0	0	0	49.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62	0	33.8	0	0	0	0	0	0	28.69	4.96	0	0	0	0	0
KLHL15	0	29.6	3.24	1.52	0	85.99	42.42	93.62	33.15	14.75	28.01	0	0	0	2.29	0	80.37	136.93	45.7	0	29.2	0	24.48	0	60.92	0	12.61	69.95	5.85	19.05	0	64.04	51.75	0	0	0	12.57	6.42	10.39	28.04	4.49	0	34.73	24.94	1.72	16.26	0	1.92
KLHL17	2.43	2.28	1.62	36.51	13.4	26.87	59.13	0	17.29	0	1.65	21.54	19	1.34	0	35.87	9.27	25.84	0	0	2.25	0	20.72	175.38	30.46	0	75.64	49.55	0	47.63	23.11	80.64	0	0	32.5	76.14	12.57	0	46.74	73.23	0	0	0	39.5	1.72	9.29	44.94	0
KLHL18	97.39	0	118.22	0	13.4	0	28.28	22.29	110.97	92.73	0	127.46	0	0	0	188.29	0	56.84	63.97	2.11	80.87	32.29	86.64	127.29	44.79	33.25	37.82	0	50.32	85.74	1.93	54.55	0	0	27.3	131.22	141.36	0	34.62	77.9	0	0	4.96	91.46	32.63	99.91	13.31	51.97
KLHL2	0	0	69.63	0	63.63	0	14.14	0	0	0	59.32	3.59	12.66	18.74	0	0	0	41.34	0	4.23	0	0	0	0	0	0	7.2	49.55	0	0	11.56	0	74.39	0	27.3	0	47.12	0	3.46	1.56	0	0	11.16	0	0	37.18	54.92	1.92
KLHL20	41.39	66.03	3.24	69.98	77.02	85.99	0	0	46.12	0	77.45	120.28	68.39	76.29	29.8	0	34	5.17	27.42	27.49	0	5.17	99.82	87.69	69.88	138.56	1.8	52.46	93.61	0	59.71	1.19	4.85	0	33.8	4.86	3.14	28.9	1.73	45.18	112.24	0	58.29	72.75	118.49	26.72	0	80.83
KLHL21	21.91	0	1.62	1.52	6.7	150.47	47.56	46.07	17.29	2.11	0	87.97	84.85	91.01	2.29	1.79	98.91	2.58	86.82	0	31.45	15.5	65.92	2.83	166.63	22.17	41.42	113.66	1.17	3.18	0	46.25	38.81	0	18.2	0	135.07	1.61	31.16	35.83	0	0	1.24	20.79	0	38.34	28.29	7.7
KLHL22	0	0	0	34.99	0	0	32.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0
KLHL23	0	97.91	114.98	0	87.07	182.72	122.11	78.76	72.06	2.11	156.55	41.29	29.13	78.97	34.38	53.8	95.82	72.34	79.97	196.67	0	87.84	101.7	0	0	25.86	45.02	81.6	0	0	1.93	0	11.32	0	0	0	59.68	141.27	17.31	51.41	4.49	105.19	48.37	101.86	63.54	74.35	74.89	38.49
KLHL24	0	0	0	0	0	96.73	0	0	0	0	0	0	8.86	0	45.84	0	0	7.75	0	57.1	0	6.46	0	0	0	22.17	0	58.29	39.78	0	28.89	1.19	0	0	54.6	0	0	0	46.74	0	0	3.19	26.04	27.02	17.17	1.16	38.28	0
KLHL25	0	0	1.62	0	0	0	0	1.49	28.82	0	0	1.8	0	0	34.38	84.28	0	2.58	0	0	2.25	18.08	47.09	0	0	0	37.82	0	8.19	0	0	53.36	0	0	11.7	0	18.85	0	1.73	0	0	0	0	0	0	0	18.31	0
KLHL26	0	0	0	0	0	0	1.29	0	0	0	0	0	34.19	0	0	0	86.55	0	0	0	0	0	0	0	103.92	29.56	25.21	0	0	0	0	0	0	0	0	43.74	3.14	0	0	0	0	47.81	1.24	0	1.72	0	129.81	7.7
KLHL28	0	13.66	21.05	0	63.63	0	0	65.38	0	22.13	0	87.97	27.86	16.06	6.88	39.45	3.09	28.42	75.4	0	44.93	1.29	0	0	53.75	0	59.43	0	0	0	0	0	14.55	84.53	0	0	0	38.53	0	0	0	0	43.41	0	25.76	38.34	0	0
