Gene	M_19W_embryo2_103_sc1	M_19W_embryo2_103_sc2	M_19W_embryo2_103_sc3	M_19W_embryo2_103_sc4	M_19W_embryo2_103_sc5	M_19W_embryo2_103_sc6	M_19W_embryo2_103_sc7	M_19W_embryo2_103_sc8	M_19W_embryo2_103_sc9	M_19W_embryo2_103_sc10	M_19W_embryo2_103_sc11	M_19W_embryo2_103_sc12	M_19W_embryo2_103_sc13	M_19W_embryo2_103_sc14	M_19W_embryo2_103_sc15	M_19W_embryo2_103_sc16	M_19W_embryo2_103_sc17	M_19W_embryo2_103_sc18	M_19W_embryo2_103_sc19	M_19W_embryo2_103_sc20	M_19W_embryo2_103_sc21	M_19W_embryo2_103_sc22	M_19W_embryo2_103_sc23	M_19W_embryo2_103_sc24	M_19W_embryo2_103_sc25	M_19W_embryo2_103_sc26	M_19W_embryo2_103_sc27	M_19W_embryo2_103_sc28	M_19W_embryo2_103_sc29	M_19W_embryo2_103_sc30	M_19W_embryo2_103_sc31	M_19W_embryo2_103_sc32	M_19W_embryo2_103_sc33	M_19W_embryo2_103_sc34	M_19W_embryo2_103_sc35	M_19W_embryo2_103_sc36	M_19W_embryo2_103_sc37	M_19W_embryo2_103_sc38	M_19W_embryo2_103_sc39	M_19W_embryo2_103_sc40	M_19W_embryo2_103_sc41	M_19W_embryo2_103_sc42	M_19W_embryo2_103_sc43	M_19W_embryo2_103_sc44	M_19W_embryo2_103_sc45	M_19W_embryo2_103_sc46	M_19W_embryo2_103_sc47	M_19W_embryo2_103_sc48	M_19W_embryo2_103_sc49	M_19W_embryo2_103_sc50
LINC00501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71	0	0	0	0	0	3.73	0	0	0	19.87	0	0	0	0	1.4	0	0	0	0	0	0	0	0
LINC00502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00504	121.82	220.76	147.14	147.95	89.42	130.71	170.29	27.9	126.2	211.8	76.92	99.22	58.35	121.08	109.51	123.85	63.79	176.81	318.56	63.6	63.51	109.8	0	214.46	270.42	280.44	287.63	153.67	187.66	117.38	150.15	306.45	83.9	0	40.18	291.37	18.45	184.47	399.02	380.89	125.32	129.1	116.46	82.06	263.3	246.39	61.4	174.92	189.48	22.14
LINC00506	3.53	12.86	18.02	6.43	7.78	0	0	5.23	3.68	35.3	1.1	3.31	3.15	5.95	0	3.06	7.65	3.37	20.55	10.18	0	11.56	0	15.89	42.25	0	10.85	80.38	52.78	5.18	0	27.86	5.59	0	15.62	3.39	1.42	18	22.8	27.21	7.27	16.84	2.95	4.21	29.26	15.59	0	6.14	2.06	2.77
LINC00507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21	0	0
LINC00508	0	0	0	2.14	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9	0	0	0	0	0	43.59	0	0	0	0	0	4.26	0	0	0	1.82	0	0	0	0	106.04	0	3.07	0	0
LINC00511	0	0	0	0	0	0	67.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	0
LINC00514	0	4.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.61	0	0	0	0	0	17.73	0	0	0	0	0	0	0	0	0	22.45	0	0	0	0	42.51	0	0	0
LINC00518	0	0	0	0	0	0	0	0	2.45	0	1.1	3.31	0	81.38	0	0	0	0	0	0	0	0	0	0	4.23	69.57	24.42	141.84	0	0	0	0	0	0	0	52.51	0	0	0	0	5.45	0	0	0	0	0	0	0	0	0
LINC00520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7	0	0	47.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00526	0	0	0	0	0	28.32	0	0	0	0	0	0	0	65.5	84.69	35.17	0	1.68	0	0	0	0	0	0	0	0	0	9.46	0	0	0	0	0	0	2.23	0	0	0	0	88.42	1.82	0	0	75.75	0	0	0	0	0	0
LINC00528	0	0	0	0	0	0	50.79	0	0	0	0	0	0	0	5.84	0	0	0	6.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.81	0	0	0	0	0	0	0	0	0	0
LINC00534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00535	0	0	0	72.9	0	0	0	0	0	0	0	0	15.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.21	0	0
LINC00536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.43	0	0	0	0
LINC00538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00539	0	0	0	0	0	0	1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.8	0	0	0	0	0	0	0	0	0	0	0	4.21	0	0	0	0	0	0	0	0
LINC00540	0	0	1.5	0	46.66	0	0	24.42	68.61	1.68	3.3	178.59	0	131.01	21.9	0	0	50.52	22.61	0	0	19.26	0	202.55	0	0	0	0	0	0	0	159.56	52.21	0	2.23	20.33	31.22	6.75	0	119.03	41.77	36.48	0	0	119.68	0	122.81	1.53	0	101.04
LINC00544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00551	0	0	0	0	0	21.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57	0	0	0
LINC00552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0
LINC00559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12	0	0	0	0
LINC00562	1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00564	0	0	0	0	0	0	0	0	0	20.17	0	0	0	0	0	0	0	31.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.01	0	0	0	0	50.53	0	0	0	0	0
LINC00565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00577	0	0	0	0	0	0	55.27	0	0	0	0	0	0	0	27.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53	52.21	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0
LINC00578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42	0	0	0	0	0	0	0	0	0	1.57	0	0	0
LINC00581	0	0	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	2.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.27	0	0	0	0	0	0	1.38
LINC00582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.03	0	0	0	127.22	0	34.06	0	0	0	61.75	0	0	0	0	0	0	0	0	0
LINC00598	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69	0	0	0	0	0	0	0	0	0	0	0	0	2.06	0
LINC00599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00605	0	0	120.12	0	81.65	0	0	85.46	0	0	7.69	0	47.31	0	0	0	0	33.68	0	0	0	17.34	0	0	0	0	0	40.19	0	0	0	0	177.13	0	73.66	0	0	15.75	0	0	0	0	0	0	0	0	15.74	42.96	0	0
LINC00606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00607	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97	1.46	0	7.65	0	0	0	0	0	0	0	0	26.09	0	0	76.24	44.88	0	0	1.86	0	0	1.69	0	58.49	0	0	0	0	0	0	0	53.02	0	0	0	41.52
LINC00608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00619	0	0	0	0	0	34.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.39	0	0	43.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24	0	4.6	0	0
LINC00622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00623	0	0	0	0	0	6.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32	0	0	0	0	0
LINC00624	0	0	0	0	77.76	0	52.28	0	0	70.6	2.2	0	69.38	9.92	0	19.88	2.55	0	61.66	104.31	0	0	0	0	97.18	178.27	13.57	7.09	38.12	0	4.84	43.05	0	0	0	0	0	4.5	102.6	34.01	0	0	0	0	21.28	53.02	0	0	59.73	31.83
LINC00626	0	0	0	0	0	0	0	0	0	0	0	0	28.38	1.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00629	0	0	0	0	0	0	0	8.72	0	5.04	0	0	0	0	7.3	0	0	0	0	0	20.06	0	0	0	0	0	0	0	0	1.73	0	35.46	29.83	0	0	0	55.34	0	64.6	0	0	12.63	0	0	0	0	0	0	0	0
LINC00630	0	0	0	0	0	0	0	0	0	0	0	115.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.6	0	0	7.71	0	0	325.35	0	0	0	0	0	72.65	2.53	0	0	0	3.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00635	0	0	0	0	0	0	82.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.48	0	0	0	0	0	0	0
LINC00637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00639	0	0	0	4.29	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0	0	2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00640	0	0	0	0	0	0	0	0	22.05	0	0	0	0	0	0	0	0	0	16.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66	0	0	0	0	0
LINC00641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21	0	65.5	0	0	0	0
LINC00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00645	3.53	0	84.08	0	0	0	32.86	66.27	51.46	67.24	0	0	0	0	35.04	0	2.55	0	0	73.78	48.47	0	0	0	0	73.91	0	82.74	126.09	0	0	0	22.37	0	0	0	0	6.75	0	159.84	0	0	0	12.62	0	0	0	65.98	0	0
LINC00648	0	0	0	0	0	0	23.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36	0	0	14.53	0	0	0	0	0	0	0	0	238.06	0	0	0	0	0	0	3.15	3.07	0	0
LINC00649	0	0	7.51	0	0	0	137.43	0	0	0	1.1	0	0	0	0	1.53	0	0	0	2.54	0	0	0	0	0	0	5.43	0	17.59	3.45	0	0	0	0	0	0	0	0	0	0	0	2.81	0	0	0	0	0	0	0	0
LINC00652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0
LINC00654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00657	0	0	0	0	3.89	2.18	0	0	0	79.01	29.67	0	6.31	0	0	0	22.96	0	0	0	0	73.2	0	0	0	69.57	0	113.48	17.59	46.61	125.93	35.46	1.86	0	33.48	55.9	66.69	15.75	0	0	0	9.82	2.95	0	85.11	12.48	4.72	38.36	12.36	1.38
LINC00658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00662	35.31	0	0	0	0	0	0	0	0	0	38.46	122.37	0	0	0	0	0	0	73.99	0	0	0	0	0	0	0	0	28.37	0	0	0	40.52	0	0	0	27.1	0	0	0	74.82	0	1.4	0	0	0	15.59	0	0	0	9.69
LINC00663	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64	0	25.26	0	2.54	0	0	0	0	0	0	0	4.73	0	0	0	0	1.86	0	0	8.47	0	2.25	7.6	0	0	0	0	0	0	0	0	0	0	0
LINC00664	0	0	0	0	3.89	2.18	0	0	0	0	0	0	0	0	0	0	0	33.68	0	2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.49	0	0	0	0	0	0	0	3.12	0	0	0	0
LINC00665	0	6.43	0	32.16	0	39.21	13.44	0	191.14	8.4	14.29	0	11.04	1.98	0	7.64	17.86	0	4.11	109.39	53.48	0	0	0	42.25	13.04	8.14	2.36	0	110.48	0	12.66	18.65	0	4.46	0	0	35.99	19	0	61.75	0	17.69	0	0	0	0	4.6	0	1.38
LINC00667	7.06	0	124.62	2.14	0	0	46.31	59.3	67.39	0	0	0	0	63.52	20.44	91.74	71.44	0	2.06	20.35	16.71	30.82	0	0	80.28	0	0	0	0	20.71	0	0	0	0	6.7	0	0	11.25	0	37.41	23.61	108.05	61.92	0	167.55	0	6.3	53.7	0	0
LINC00668	45.9	0	1.5	83.62	0	34.86	16.43	0	0	0	0	0	22.08	0	0	0	43.37	1.68	0	40.7	0	0	0	0	0	95.65	35.27	0	26.39	0	0	2.53	0	0	0	23.72	0	0	0	0	0	42.1	0	0	0	0	3.15	0	47.37	0
LINC00669	0	0	10.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0
LINC00670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00672	0	0	0	0	0	2.18	0	50.58	0	0	0	66.14	48.88	0	0	0	0	20.21	0	0	1.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6	0	3.63	0	0	0	0	15.59	0	0	0	0
LINC00673	0	0	0	0	0	0	0	50.58	0	65.56	0	0	0	0	0	0	71.44	0	0	0	0	15.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.89	0	0
LINC00674	21.19	0	0	0	3.89	39.21	10.46	0	0	0	42.86	3.31	0	0	0	82.56	0	95.98	0	22.9	0	0	0	0	0	104.35	40.7	56.74	143.68	0	0	111.44	3.73	0	42.41	71.15	9.93	0	3.8	23.81	0	18.24	22.11	0	0	34.31	31.49	13.81	0	74.74
